역명, 이용인원 
산곡,16428
석남(거북시장),13635
삼산체육관,11574
굴포천,19737
부평구청,13815
산곡,15995
석남(거북시장),13332
삼산체육관,12169
굴포천,20685
부평구청,14368
산곡,16818
석남(거북시장),13841
삼산체육관,12522
굴포천,21990
부평구청,15297
산곡,17537
석남(거북시장),14917
삼산체육관,8841
굴포천,15953
부평구청,10059
산곡,11270
석남(거북시장),10913
삼산체육관,5978
굴포천,10556
부평구청,7011
산곡,7749
석남(거북시장),7895
삼산체육관,11763
굴포천,20295
부평구청,13876
산곡,16983
석남(거북시장),13577
삼산체육관,11646
굴포천,20262
부평구청,14185
산곡,16721
석남(거북시장),13406
삼산체육관,12614
굴포천,21346
부평구청,14626
산곡,17198
석남(거북시장),14447
삼산체육관,12763
굴포천,21547
부평구청,14741
산곡,17598
석남(거북시장),14531
삼산체육관,12905
굴포천,22090
부평구청,15132
산곡,18087
석남(거북시장),15146
삼산체육관,9378
굴포천,16019
부평구청,9938
산곡,11594
석남(거북시장),11179
삼산체육관,6332
굴포천,11016
부평구청,6965
산곡,7883
석남(거북시장),7911
삼산체육관,12545
굴포천,21423
부평구청,14666
산곡,17862
석남(거북시장),14618
삼산체육관,12829
굴포천,21392
부평구청,15008
산곡,17982
석남(거북시장),14579
삼산체육관,12997
굴포천,21721
부평구청,14906
산곡,18033
석남(거북시장),14978
삼산체육관,13284
굴포천,21867
부평구청,15266
산곡,18062
석남(거북시장),14973
삼산체육관,13135
굴포천,22218
부평구청,15361
산곡,18288
석남(거북시장),15448
삼산체육관,9374
굴포천,16514
부평구청,10286
산곡,11583
석남(거북시장),11488
삼산체육관,6384
굴포천,10754
부평구청,7269
산곡,8014
석남(거북시장),8042
삼산체육관,12693
굴포천,21225
부평구청,14700
산곡,17872
석남(거북시장),15293
삼산체육관,12936
굴포천,21923
부평구청,15355
산곡,18688
석남(거북시장),15039
삼산체육관,12852
굴포천,21525
부평구청,15159
산곡,18079
석남(거북시장),14838
삼산체육관,14364
굴포천,22168
부평구청,15510
산곡,18490
석남(거북시장),15157
삼산체육관,15276
굴포천,22175
부평구청,15317
산곡,18377
석남(거북시장),15822
삼산체육관,15083
굴포천,16272
부평구청,10251
산곡,12227
석남(거북시장),10956
삼산체육관,10751
굴포천,11028
부평구청,7145
산곡,8734
석남(거북시장),7907
삼산체육관,12930
굴포천,21474
부평구청,14929
산곡,18846
석남(거북시장),15215
삼산체육관,13373
굴포천,21540
부평구청,15307
산곡,18428
석남(거북시장),15139
삼산체육관,12762
굴포천,21459
부평구청,15104
산곡,17932
석남(거북시장),14540
삼산체육관,13205
굴포천,21864
부평구청,15360
산곡,18408
석남(거북시장),15234
삼산체육관,13873
굴포천,22854
부평구청,15856
산곡,18706
석남(거북시장),15965
삼산체육관,9422
굴포천,16188
부평구청,10374
산곡,11995
석남(거북시장),11357
삼산체육관,6191
굴포천,10875
부평구청,7543
산곡,8495
석남(거북시장),8219
삼산체육관,13068
굴포천,22076
부평구청,15115
산곡,18507
석남(거북시장),15070
삼산체육관,12391
굴포천,21687
부평구청,15036
산곡,18195
석남(거북시장),14665
삼산체육관,13268
굴포천,22289
부평구청,15241
산곡,18140
석남(거북시장),15479
삼산체육관,4525
굴포천,9346
부평구청,5963
산곡,6596
석남(거북시장),7109
삼산체육관,3900
굴포천,7638
부평구청,5092
산곡,5538
석남(거북시장),6184
삼산체육관,4675
굴포천,9399
부평구청,5900
산곡,6547
석남(거북시장),6980
삼산체육관,5618
굴포천,10650
부평구청,6882
산곡,7694
석남(거북시장),7908
삼산체육관,6733
굴포천,12255
부평구청,8123
산곡,9433
석남(거북시장),8742
삼산체육관,5990
굴포천,10360
부평구청,7075
산곡,8067
석남(거북시장),7886
삼산체육관,12819
굴포천,21561
부평구청,14533
산곡,18503
석남(거북시장),14912
삼산체육관,14038
굴포천,22157
부평구청,14942
산곡,18316
석남(거북시장),14952
삼산체육관,12798
굴포천,22201
부평구청,15537
산곡,19175
석남(거북시장),15605
삼산체육관,9038
굴포천,15769
부평구청,10280
산곡,11858
석남(거북시장),11494
삼산체육관,6551
굴포천,11043
부평구청,7519
산곡,8692
석남(거북시장),8412
삼산체육관,6783
굴포천,11109
부평구청,7442
산곡,8684
석남(거북시장),8191
삼산체육관,12946
굴포천,21462
부평구청,15594
산곡,18930
석남(거북시장),15194
삼산체육관,13103
굴포천,22053
부평구청,15540
산곡,18940
석남(거북시장),15398
삼산체육관,13200
굴포천,21837
부평구청,15418
산곡,18780
석남(거북시장),15048
삼산체육관,13489
굴포천,22559
부평구청,15540
산곡,18919
석남(거북시장),15812
삼산체육관,8761
굴포천,15639
부평구청,9692
산곡,11628
석남(거북시장),10928
삼산체육관,7175
굴포천,11314
부평구청,7718
산곡,9147
석남(거북시장),8758
삼산체육관,12652
굴포천,21215
부평구청,14957
산곡,18757
석남(거북시장),15329
삼산체육관,13191
굴포천,21847
부평구청,15059
산곡,18766
석남(거북시장),15459
삼산체육관,13418
굴포천,21898
부평구청,15425
산곡,19109
석남(거북시장),15177
삼산체육관,12745
굴포천,21217
부평구청,15189
산곡,18216
석남(거북시장),14975
삼산체육관,13634
굴포천,22577
부평구청,15675
산곡,19113
석남(거북시장),15930
삼산체육관,10656
굴포천,15958
부평구청,10403
산곡,12360
석남(거북시장),11471
삼산체육관,10188
굴포천,11749
부평구청,7522
산곡,8574
석남(거북시장),8492
삼산체육관,12848
굴포천,21253
부평구청,15137
산곡,18491
석남(거북시장),15124
삼산체육관,13095
굴포천,21433
부평구청,15295
산곡,18605
석남(거북시장),15043
삼산체육관,13284
굴포천,21834
부평구청,15357
산곡,18801
석남(거북시장),15286
삼산체육관,14853
굴포천,21662
부평구청,15411
산곡,18547
석남(거북시장),15045
삼산체육관,13038
굴포천,22063
부평구청,15610
산곡,19178
석남(거북시장),15761
삼산체육관,9598
굴포천,16234
부평구청,10368
산곡,12365
석남(거북시장),11792
삼산체육관,6832
굴포천,11402
부평구청,7551
산곡,8590
석남(거북시장),8568
삼산체육관,12565
굴포천,21156
부평구청,15141
산곡,18250
석남(거북시장),15032
삼산체육관,13028
굴포천,21591
부평구청,15045
산곡,18627
석남(거북시장),14968
삼산체육관,12653
굴포천,21193
부평구청,14905
산곡,18557
석남(거북시장),14897
삼산체육관,13601
굴포천,21754
부평구청,15308
산곡,18914
석남(거북시장),15228
삼산체육관,13277
굴포천,21548
부평구청,14990
산곡,18710
석남(거북시장),15444
삼산체육관,12019
굴포천,16685
부평구청,9913
산곡,12339
석남(거북시장),11385
삼산체육관,6199
굴포천,10564
부평구청,6705
산곡,7917
석남(거북시장),7465
삼산체육관,12014
굴포천,20720
부평구청,14375
산곡,18037
석남(거북시장),14377
삼산체육관,12926
굴포천,21368
부평구청,14953
산곡,18863
석남(거북시장),14971
삼산체육관,13148
굴포천,21619
부평구청,15129
산곡,18963
석남(거북시장),15010
삼산체육관,13029
굴포천,21233
부평구청,15011
산곡,18934
석남(거북시장),14810
삼산체육관,12664
굴포천,22417
부평구청,15141
산곡,18901
석남(거북시장),15405
삼산체육관,8838
굴포천,15797
부평구청,9895
산곡,11867
석남(거북시장),11200
삼산체육관,8873
굴포천,11256
부평구청,7135
산곡,8178
석남(거북시장),8251
삼산체육관,12378
굴포천,20665
부평구청,14727
산곡,18484
석남(거북시장),14726
삼산체육관,12728
굴포천,21378
부평구청,14921
산곡,19243
석남(거북시장),14693
삼산체육관,13083
굴포천,21885
부평구청,15261
산곡,19722
석남(거북시장),15210
삼산체육관,12121
굴포천,20534
부평구청,14417
산곡,17959
석남(거북시장),13993
삼산체육관,15472
굴포천,22304
부평구청,15078
산곡,19493
석남(거북시장),15258
삼산체육관,8702
굴포천,15443
부평구청,9926
산곡,11670
석남(거북시장),10872
삼산체육관,6555
굴포천,11195
부평구청,7316
산곡,8641
석남(거북시장),8098
삼산체육관,12365
굴포천,20749
부평구청,14524
산곡,19020
석남(거북시장),14961
삼산체육관,13033
굴포천,21266
부평구청,15472
산곡,19738
석남(거북시장),14985
삼산체육관,12853
굴포천,21714
부평구청,14958
산곡,19617
석남(거북시장),15431
삼산체육관,13097
굴포천,21522
부평구청,15043
산곡,19568
석남(거북시장),15079
삼산체육관,13223
굴포천,21783
부평구청,15011
산곡,18946
석남(거북시장),15521
삼산체육관,11330
굴포천,16475
부평구청,9823
산곡,11739
석남(거북시장),11127
삼산체육관,6030
굴포천,10602
부평구청,7075
산곡,8467
석남(거북시장),8196
삼산체육관,12393
굴포천,20850
부평구청,14393
산곡,19036
석남(거북시장),14603
삼산체육관,13126
굴포천,21439
부평구청,15514
산곡,20028
석남(거북시장),14988
삼산체육관,12729
굴포천,21510
부평구청,14938
산곡,19755
석남(거북시장),14899
삼산체육관,12793
굴포천,20972
부평구청,14774
산곡,19483
석남(거북시장),14605
삼산체육관,12438
굴포천,21908
부평구청,15193
산곡,19826
석남(거북시장),15140
삼산체육관,8699
굴포천,16140
부평구청,9951
산곡,12264
석남(거북시장),11337
삼산체육관,6538
굴포천,10949
부평구청,7312
산곡,8863
석남(거북시장),8138
삼산체육관,12321
굴포천,20900
부평구청,14610
산곡,19625
석남(거북시장),14788
삼산체육관,14768
굴포천,22362
부평구청,15384
산곡,20419
석남(거북시장),15043
삼산체육관,12657
굴포천,21733
부평구청,14852
산곡,20055
석남(거북시장),14688
삼산체육관,13162
굴포천,21978
부평구청,15293
산곡,20515
석남(거북시장),14926
삼산체육관,13218
굴포천,22915
부평구청,15529
산곡,20445
석남(거북시장),15605
삼산체육관,12059
굴포천,17224
부평구청,10614
산곡,13534
석남(거북시장),11874
삼산체육관,6470
굴포천,11154
부평구청,7280
산곡,9178
석남(거북시장),8422
삼산체육관,11790
굴포천,20787
부평구청,14289
산곡,19454
석남(거북시장),14183
삼산체육관,12998
굴포천,21463
부평구청,14960
산곡,20601
석남(거북시장),14997
삼산체육관,13306
굴포천,21728
부평구청,15335
산곡,20946
석남(거북시장),15237
삼산체육관,15324
굴포천,21497
부평구청,14739
산곡,19991
석남(거북시장),14460
삼산체육관,12344
굴포천,21714
부평구청,14690
산곡,19854
석남(거북시장),14979
삼산체육관,8961
굴포천,17304
부평구청,10559
산곡,13836
석남(거북시장),12241
삼산체육관,6053
굴포천,11550
부평구청,6894
산곡,8742
석남(거북시장),7996
삼산체육관,12010
굴포천,20457
부평구청,13953
산곡,19492
석남(거북시장),14085
삼산체육관,12787
굴포천,21749
부평구청,14854
산곡,20516
석남(거북시장),14729
삼산체육관,15646
굴포천,22626
부평구청,15120
산곡,20865
석남(거북시장),15081
삼산체육관,12729
굴포천,20925
부평구청,14193
산곡,19439
석남(거북시장),13881
삼산체육관,12156
굴포천,21737
부평구청,14360
산곡,19627
석남(거북시장),14881
삼산체육관,8375
굴포천,15126
부평구청,9586
산곡,12587
석남(거북시장),10913
삼산체육관,10532
굴포천,12551
부평구청,7693
산곡,10022
석남(거북시장),8954
삼산체육관,6447
굴포천,11602
부평구청,7056
산곡,9726
석남(거북시장),8511
삼산체육관,12432
굴포천,20536
부평구청,14111
산곡,19952
석남(거북시장),14330
삼산체육관,13095
굴포천,21292
부평구청,14345
산곡,20454
석남(거북시장),14895
삼산체육관,12426
굴포천,20864
부평구청,14239
산곡,19989
석남(거북시장),14191
삼산체육관,11887
굴포천,21002
부평구청,14037
산곡,19674
석남(거북시장),14709
삼산체육관,7501
굴포천,14753
부평구청,8810
산곡,12586
석남(거북시장),9945
삼산체육관,8585
굴포천,11235
부평구청,6787
산곡,8997
석남(거북시장),8143
삼산체육관,4377
굴포천,8440
부평구청,5324
산곡,6845
석남(거북시장),6490
삼산체육관,11896
굴포천,19769
부평구청,14001
산곡,19910
석남(거북시장),13638
삼산체육관,12217
굴포천,20663
부평구청,14059
산곡,20356
석남(거북시장),14096
삼산체육관,13053
굴포천,20691
부평구청,14540
산곡,20556
석남(거북시장),14257
삼산체육관,12640
굴포천,21818
부평구청,14803
산곡,21092
석남(거북시장),15124
삼산체육관,8164
