역명, 이용인원 
마전,9504
완정,18554
독정,10048
검암,9950
검바위,7717
아시아드경기장(공촌사거리),10691
서구청,19486
가정(루원시티),25942
가정중앙시장,14044
석남(거북시장),6806
서부여성회관,9002
인천가좌,9520
가재울,9031
주안국가산단,6165
주안,18056
시민공원(문화창작지대),22503
석바위시장,9614
인천시청,7608
석천사거리,10700
모래내시장,18118
만수,11342
남동구청,10793
인천대공원,8253
운연(서창),2901
검단오류(검단산업단지),1933
왕길,2413
검단사거리,10321
마전,4659
완정,8120
독정,5203
검암,4747
검바위,3162
아시아드경기장(공촌사거리),5336
서구청,9009
가정(루원시티),11101
가정중앙시장,7705
석남(거북시장),3770
서부여성회관,4714
인천가좌,3882
가재울,3871
주안국가산단,1677
주안,11490
시민공원(문화창작지대),12003
석바위시장,5873
인천시청,3577
석천사거리,5617
모래내시장,10311
만수,6283
남동구청,4572
인천대공원,5120
운연(서창),1548
검단오류(검단산업단지),6217
왕길,5680
검단사거리,17847
마전,9165
완정,17080
독정,9872
검암,9498
검바위,7824
아시아드경기장(공촌사거리),9865
서구청,18513
가정(루원시티),24988
가정중앙시장,13593
석남(거북시장),6679
서부여성회관,8860
인천가좌,9237
가재울,8718
주안국가산단,6058
주안,16680
시민공원(문화창작지대),22031
석바위시장,9332
인천시청,7509
석천사거리,10508
모래내시장,17392
만수,11118
남동구청,10176
인천대공원,6749
운연(서창),2911
검단오류(검단산업단지),6131
왕길,5678
검단사거리,19367
마전,9369
완정,17345
독정,10224
검암,9865
검바위,7948
아시아드경기장(공촌사거리),10325
서구청,18754
가정(루원시티),26259
가정중앙시장,14207
석남(거북시장),6919
서부여성회관,9090
인천가좌,9507
가재울,9421
주안국가산단,5930
주안,17447
시민공원(문화창작지대),22128
석바위시장,9654
인천시청,7453
석천사거리,10583
모래내시장,17942
만수,11260
남동구청,10335
인천대공원,8249
운연(서창),2923
검단오류(검단산업단지),2315
왕길,3307
검단사거리,14254
마전,6249
완정,11496
독정,6634
검암,6945
검바위,4287
아시아드경기장(공촌사거리),7426
서구청,12300
가정(루원시티),16172
가정중앙시장,11077
석남(거북시장),5047
서부여성회관,6827
인천가좌,5397
가재울,5153
주안국가산단,1557
주안,14529
시민공원(문화창작지대),15667
석바위시장,7078
인천시청,5420
석천사거리,7527
모래내시장,14767
만수,8343
남동구청,6487
인천대공원,11327
운연(서창),2077
검단오류(검단산업단지),1583
왕길,2284
검단사거리,11005
마전,4738
완정,8540
독정,5103
검암,5231
검바위,3301
아시아드경기장(공촌사거리),5450
서구청,8163
가정(루원시티),11234
가정중앙시장,8160
석남(거북시장),3619
서부여성회관,5392
인천가좌,3831
가재울,3792
주안국가산단,830
주안,10173
시민공원(문화창작지대),12360
석바위시장,5601
인천시청,4331
석천사거리,5521
모래내시장,11409
만수,6403
남동구청,4916
인천대공원,9939
운연(서창),1646
검단오류(검단산업단지),6008
왕길,5303
검단사거리,17289
마전,8788
완정,16384
독정,9951
검암,9204
검바위,7512
아시아드경기장(공촌사거리),9821
서구청,18026
가정(루원시티),24448
가정중앙시장,13018
석남(거북시장),6492
서부여성회관,8400
인천가좌,9081
가재울,8610
주안국가산단,6029
주안,16561
시민공원(문화창작지대),21407
석바위시장,9085
인천시청,7048
석천사거리,10230
모래내시장,16911
만수,10632
남동구청,10000
인천대공원,6387
운연(서창),2679
검단오류(검단산업단지),6162
왕길,5448
검단사거리,17276
마전,9167
완정,16579
독정,10104
검암,9443
검바위,7476
아시아드경기장(공촌사거리),9961
서구청,17905
가정(루원시티),24955
가정중앙시장,13320
석남(거북시장),6765
서부여성회관,8380
인천가좌,9075
가재울,8534
주안국가산단,6157
주안,16924
시민공원(문화창작지대),21607
석바위시장,9243
인천시청,7404
석천사거리,10413
모래내시장,16848
만수,10757
남동구청,9949
인천대공원,7409
운연(서창),2668
검단오류(검단산업단지),6110
왕길,5629
검단사거리,17463
마전,9102
완정,16887
독정,10073
검암,9491
검바위,7975
아시아드경기장(공촌사거리),10424
서구청,18319
가정(루원시티),25320
가정중앙시장,13280
석남(거북시장),6715
서부여성회관,8825
인천가좌,9203
가재울,8683
주안국가산단,6212
주안,17192
시민공원(문화창작지대),21764
석바위시장,9478
인천시청,7574
석천사거리,10448
모래내시장,17062
만수,11075
남동구청,10216
인천대공원,6875
운연(서창),2714
검단오류(검단산업단지),6118
왕길,5639
검단사거리,17624
마전,9441
완정,16729
독정,9983
검암,9408
검바위,7695
아시아드경기장(공촌사거리),9900
서구청,18709
가정(루원시티),25163
가정중앙시장,13369
석남(거북시장),6789
서부여성회관,8729
인천가좌,9261
가재울,8463
주안국가산단,6095
주안,16864
시민공원(문화창작지대),21884
석바위시장,9159
인천시청,7312
석천사거리,10511
모래내시장,17382
만수,10887
남동구청,10077
인천대공원,6999
운연(서창),2769
검단오류(검단산업단지),5968
왕길,5702
검단사거리,18896
마전,9272
완정,17581
독정,9670
검암,9660
검바위,7909
아시아드경기장(공촌사거리),10104
서구청,19304
가정(루원시티),25481
가정중앙시장,13914
석남(거북시장),6911
서부여성회관,9060
인천가좌,9442
가재울,8901
주안국가산단,5963
주안,17398
시민공원(문화창작지대),21568
석바위시장,9321
인천시청,7109
석천사거리,10496
모래내시장,17853
만수,10999
남동구청,10278
인천대공원,6822
운연(서창),3329
검단오류(검단산업단지),2398
왕길,3447
검단사거리,14391
마전,6326
완정,11519
독정,6471
검암,6685
검바위,4323
아시아드경기장(공촌사거리),7317
서구청,12171
가정(루원시티),16409
가정중앙시장,10807
석남(거북시장),5238
서부여성회관,6747
인천가좌,5414
가재울,5116
주안국가산단,1727
주안,14319
시민공원(문화창작지대),15196
석바위시장,6794
인천시청,5230
석천사거리,7460
모래내시장,14816
만수,8354
남동구청,6546
인천대공원,9511
운연(서창),2113
검단오류(검단산업단지),1468
왕길,1952
검단사거리,9667
마전,4146
완정,7234
독정,3816
검암,4356
검바위,2899
아시아드경기장(공촌사거리),5192
서구청,7908
가정(루원시티),10416
가정중앙시장,7187
석남(거북시장),3331
서부여성회관,4905
인천가좌,3200
가재울,3555
주안국가산단,754
주안,9420
시민공원(문화창작지대),11022
석바위시장,5084
인천시청,3338
석천사거리,4826
모래내시장,10039
만수,5687
남동구청,4220
인천대공원,6108
운연(서창),1343
검단오류(검단산업단지),5928
왕길,5545
검단사거리,17491
마전,8865
완정,16758
독정,9882
검암,9167
검바위,7558
아시아드경기장(공촌사거리),9794
서구청,18144
가정(루원시티),24243
가정중앙시장,13112
석남(거북시장),6665
서부여성회관,8479
인천가좌,9143
가재울,8578
주안국가산단,6138
주안,16328
시민공원(문화창작지대),21717
석바위시장,9317
인천시청,6980
석천사거리,10159
모래내시장,17107
만수,10781
남동구청,9870
인천대공원,6914
운연(서창),2780
검단오류(검단산업단지),6041
왕길,5756
검단사거리,17541
마전,9887
완정,16961
독정,9969
검암,9510
검바위,7656
아시아드경기장(공촌사거리),9951
서구청,18371
가정(루원시티),24713
가정중앙시장,13421
석남(거북시장),6878
서부여성회관,8450
인천가좌,9197
가재울,8739
주안국가산단,6231
주안,16959
시민공원(문화창작지대),22439
석바위시장,9357
인천시청,7567
석천사거리,10735
모래내시장,17561
만수,11124
남동구청,10013
인천대공원,7578
운연(서창),2804
검단오류(검단산업단지),6134
왕길,5582
검단사거리,17570
마전,9157
완정,16771
독정,10032
검암,9609
검바위,7874
아시아드경기장(공촌사거리),10249
서구청,18047
가정(루원시티),25234
가정중앙시장,13381
석남(거북시장),6666
서부여성회관,8702
인천가좌,9206
가재울,8934
주안국가산단,6106
주안,17033
시민공원(문화창작지대),22541
석바위시장,9422
인천시청,7306
석천사거리,10583
모래내시장,17315
만수,11007
남동구청,9923
인천대공원,7037
운연(서창),2862
검단오류(검단산업단지),5920
왕길,5442
검단사거리,17149
마전,9174
완정,16500
독정,9991
검암,9455
검바위,7612
아시아드경기장(공촌사거리),9989
서구청,17562
가정(루원시티),24864
가정중앙시장,13065
석남(거북시장),6507
서부여성회관,8694
인천가좌,9177
가재울,8737
주안국가산단,6139
주안,16886
시민공원(문화창작지대),21867
석바위시장,9189
인천시청,7260
석천사거리,10457
모래내시장,17090
만수,10813
남동구청,9908
인천대공원,7507
운연(서창),2764
검단오류(검단산업단지),5816
왕길,5654
검단사거리,18232
마전,9006
완정,16906
독정,9671
검암,9677
검바위,7693
아시아드경기장(공촌사거리),10006
서구청,18229
가정(루원시티),25414
가정중앙시장,13714
석남(거북시장),6810
서부여성회관,9038
인천가좌,9093
가재울,8854
주안국가산단,6057
주안,17490
시민공원(문화창작지대),22061
석바위시장,9277
인천시청,7179
석천사거리,10606
모래내시장,17774
만수,11133
남동구청,10257
인천대공원,7460
운연(서창),2771
검단오류(검단산업단지),2270
왕길,3291
검단사거리,13760
마전,6109
완정,11491
독정,6440
검암,6431
검바위,4188
아시아드경기장(공촌사거리),7049
서구청,11930
가정(루원시티),15537
가정중앙시장,10565
석남(거북시장),4919
서부여성회관,6329
인천가좌,5125
가재울,4959
주안국가산단,1570
주안,13748
시민공원(문화창작지대),15140
석바위시장,6744
인천시청,5034
석천사거리,6882
모래내시장,14479
만수,8113
남동구청,6217
인천대공원,9506
운연(서창),2009
검단오류(검단산업단지),1605
왕길,2249
검단사거리,10555
마전,4312
완정,7651
독정,4741
검암,4832
검바위,3201
아시아드경기장(공촌사거리),5745
서구청,8042
가정(루원시티),10629
가정중앙시장,7761
석남(거북시장),3603
서부여성회관,5452
인천가좌,3639
가재울,3858
주안국가산단,844
주안,9900
시민공원(문화창작지대),11905
석바위시장,5328
인천시청,4114
석천사거리,5208
모래내시장,11122
만수,6144
남동구청,4677
인천대공원,9240
운연(서창),1591
검단오류(검단산업단지),5883
왕길,5580
검단사거리,17148
마전,8886
완정,16465
독정,9901
검암,9427
검바위,7504
아시아드경기장(공촌사거리),10049
서구청,17648
가정(루원시티),24130
가정중앙시장,12995
석남(거북시장),6415
서부여성회관,8360
인천가좌,9091
가재울,8579
주안국가산단,6071
주안,16225
시민공원(문화창작지대),21783
석바위시장,9097
인천시청,6978
석천사거리,10216
모래내시장,16697
만수,10528
남동구청,9882
인천대공원,6306
운연(서창),2758
검단오류(검단산업단지),5952
왕길,5742
검단사거리,17168
마전,9125
완정,16583
독정,9714
검암,9606
검바위,7710
아시아드경기장(공촌사거리),10196
서구청,17905
가정(루원시티),24851
가정중앙시장,13388
석남(거북시장),6585
서부여성회관,8615
인천가좌,9280
가재울,8786
주안국가산단,6157
주안,16604
시민공원(문화창작지대),22252
석바위시장,9304
인천시청,7240
석천사거리,10699
모래내시장,16951
만수,10851
남동구청,9803
인천대공원,6890
운연(서창),2820
검단오류(검단산업단지),6101
왕길,5666
검단사거리,17788
마전,9280
완정,17009
독정,9946
검암,9834
검바위,7823
아시아드경기장(공촌사거리),10030
서구청,17954
가정(루원시티),25643
가정중앙시장,13701
석남(거북시장),6722
서부여성회관,8687
인천가좌,9473
가재울,9148
주안국가산단,6081
주안,17665
시민공원(문화창작지대),22377
석바위시장,9630
인천시청,7748
석천사거리,10727
모래내시장,17034
만수,11123
남동구청,10032
인천대공원,7350
운연(서창),2868
검단오류(검단산업단지),2311
왕길,2992
검단사거리,10948
마전,4898
완정,8722
독정,5178
검암,5557
검바위,3464
아시아드경기장(공촌사거리),5865
서구청,9042
가정(루원시티),12167
가정중앙시장,8750
석남(거북시장),4147
서부여성회관,5466
인천가좌,4283
가재울,4435
주안국가산단,1679
주안,11215
시민공원(문화창작지대),12704
석바위시장,5475
인천시청,4122
석천사거리,5967
모래내시장,12291
만수,6965
남동구청,5007
인천대공원,10009
운연(서창),1700
검단오류(검단산업단지),4800
왕길,5038
검단사거리,16992
마전,7822
완정,15531
독정,8797
검암,8657
검바위,6216
아시아드경기장(공촌사거리),9179
서구청,16894
가정(루원시티),22288
가정중앙시장,12798
석남(거북시장),6255
서부여성회관,8529
인천가좌,7981
가재울,7925
주안국가산단,5020
주안,15688
시민공원(문화창작지대),20574
석바위시장,9045
인천시청,6756
석천사거리,9346
모래내시장,16375
만수,10108
남동구청,8819
인천대공원,6343
운연(서창),2465
검단오류(검단산업단지),1877
왕길,2935
검단사거리,12243
마전,5478
완정,9836
독정,5637
검암,5793
검바위,3797
아시아드경기장(공촌사거리),6448
서구청,10407
가정(루원시티),13633
가정중앙시장,9389
석남(거북시장),4409
서부여성회관,5799
인천가좌,4574
가재울,4284
주안국가산단,1366
주안,12372
시민공원(문화창작지대),13612
석바위시장,5950
인천시청,4699
석천사거리,5885
모래내시장,12062
만수,7160
남동구청,5283
인천대공원,5370
운연(서창),1715
검단오류(검단산업단지),1618
왕길,2037
검단사거리,9953
마전,4030
완정,7478
독정,3923
검암,4703
검바위,3025
아시아드경기장(공촌사거리),5135
서구청,7875
가정(루원시티),10306
가정중앙시장,7460
석남(거북시장),3429
서부여성회관,5027
인천가좌,3630
가재울,3666
주안국가산단,760
주안,9468
시민공원(문화창작지대),11296
석바위시장,5375
인천시청,4203
석천사거리,5026
모래내시장,10796
만수,5979
남동구청,4491
인천대공원,8173
운연(서창),1466
검단오류(검단산업단지),5788
왕길,5537
검단사거리,17031
마전,8923
완정,16410
독정,9392
검암,9376
검바위,7543
아시아드경기장(공촌사거리),9800
서구청,17657
가정(루원시티),23851
가정중앙시장,12797
석남(거북시장),6271
서부여성회관,8280
인천가좌,9014
가재울,8461
주안국가산단,6008
주안,16168
시민공원(문화창작지대),21654
석바위시장,9145
인천시청,6739
석천사거리,10053
모래내시장,16250
만수,10514
남동구청,9721
인천대공원,6164
운연(서창),2606
검단오류(검단산업단지),6010
왕길,5603
검단사거리,17069
마전,9065
완정,16432
독정,9639
검암,9583
검바위,7573
아시아드경기장(공촌사거리),9967
서구청,18457
가정(루원시티),24549
가정중앙시장,12949
석남(거북시장),6309
서부여성회관,8525
인천가좌,9110
가재울,8873
주안국가산단,6130
주안,16508
시민공원(문화창작지대),21616
석바위시장,9346
인천시청,7393
석천사거리,10420
모래내시장,16599
만수,10760
남동구청,10187
인천대공원,6168
운연(서창),2751
검단오류(검단산업단지),6076
왕길,5550
검단사거리,17256
마전,8928
완정,16618
독정,9394
검암,9438
검바위,7670
아시아드경기장(공촌사거리),10320
서구청,17393
가정(루원시티),24774
가정중앙시장,12876
석남(거북시장),6344
서부여성회관,8493
인천가좌,9096
가재울,8777
주안국가산단,6190
주안,16577
시민공원(문화창작지대),21878
석바위시장,9273
인천시청,7424
석천사거리,10962
모래내시장,16763
만수,10640
남동구청,9900
인천대공원,6054
운연(서창),2595
검단오류(검단산업단지),5947
왕길,5532
검단사거리,17128
마전,9269
완정,16325
독정,9768
검암,9533
검바위,7551
아시아드경기장(공촌사거리),9884
서구청,17476
가정(루원시티),24532
가정중앙시장,12933
석남(거북시장),6266
서부여성회관,8664
인천가좌,9043
가재울,8612
주안국가산단,6182
주안,16573
시민공원(문화창작지대),22082
석바위시장,9332
인천시청,7401
석천사거리,10529
모래내시장,16947
만수,10771
남동구청,9795
인천대공원,6114
운연(서창),2740
검단오류(검단산업단지),5750
왕길,5536
검단사거리,17946
마전,9049
완정,16797
독정,9654
검암,9430
검바위,7570
아시아드경기장(공촌사거리),10152
서구청,18049
가정(루원시티),25109
가정중앙시장,13591
석남(거북시장),6578
서부여성회관,9083
인천가좌,9163
가재울,8662
주안국가산단,6025
주안,17127
시민공원(문화창작지대),21593
석바위시장,9530
인천시청,7195
석천사거리,10498
모래내시장,17215
만수,11254
남동구청,9900
인천대공원,8428
운연(서창),2747
검단오류(검단산업단지),2234
왕길,3391
검단사거리,13516
마전,6006
완정,10689
독정,6560
검암,5979
검바위,3973
아시아드경기장(공촌사거리),6711
서구청,11338
가정(루원시티),14730
가정중앙시장,10247
석남(거북시장),4568
서부여성회관,6312
인천가좌,4917
가재울,4947
주안국가산단,1528
주안,13808
시민공원(문화창작지대),15372
석바위시장,6894
인천시청,4899
석천사거리,6478
모래내시장,13351
만수,7862
남동구청,5852
인천대공원,6276
운연(서창),1770
검단오류(검단산업단지),1589
왕길,2175
검단사거리,10146
마전,4347
완정,7683
독정,4840
검암,4617
검바위,3133
아시아드경기장(공촌사거리),5282
서구청,7983
가정(루원시티),10401
가정중앙시장,7720
석남(거북시장),3307
서부여성회관,5246
인천가좌,3568
가재울,3585
주안국가산단,807
주안,9764
시민공원(문화창작지대),11919
석바위시장,5128
인천시청,3951
석천사거리,4942
모래내시장,11149
만수,6063
남동구청,4601
인천대공원,6984
운연(서창),1485
검단오류(검단산업단지),5747
왕길,5477
검단사거리,16787
마전,8708
완정,16005
독정,9502
검암,9248
검바위,7501
아시아드경기장(공촌사거리),9521
서구청,17418
가정(루원시티),23838
가정중앙시장,12482
석남(거북시장),6093
서부여성회관,8137
인천가좌,8873
가재울,8551
주안국가산단,6127
주안,15676
시민공원(문화창작지대),20842
석바위시장,9211
인천시청,7166
석천사거리,9986
모래내시장,16339
만수,10521
남동구청,9618
인천대공원,5596
운연(서창),2604
검단오류(검단산업단지),5877
왕길,5531
검단사거리,16960
마전,8952
완정,16379
독정,9399
검암,9415
검바위,7418
아시아드경기장(공촌사거리),9679
서구청,17632
가정(루원시티),24106
가정중앙시장,12876
석남(거북시장),6354
서부여성회관,8265
인천가좌,8906
가재울,8609
주안국가산단,6067
주안,15846
시민공원(문화창작지대),21275
석바위시장,9100
인천시청,7412
석천사거리,10175
모래내시장,16351
만수,10539
남동구청,9752
인천대공원,6023
운연(서창),2611
검단오류(검단산업단지),6013
왕길,5531
검단사거리,16986
마전,9177
완정,16452
독정,9468
검암,9285
검바위,7598
아시아드경기장(공촌사거리),10207
서구청,17157
가정(루원시티),24565
가정중앙시장,12652
석남(거북시장),6307
서부여성회관,8234
인천가좌,8880
가재울,8719
주안국가산단,6159
주안,15852
시민공원(문화창작지대),21344
석바위시장,9338
인천시청,7335
석천사거리,10150
모래내시장,16295
만수,10684
남동구청,9698
인천대공원,5503
운연(서창),2658
검단오류(검단산업단지),5914
왕길,5522
검단사거리,17065
마전,9010
완정,15989
독정,9472
검암,9239
검바위,7503
아시아드경기장(공촌사거리),9699
서구청,17287
가정(루원시티),24133
가정중앙시장,12723
석남(거북시장),6340
서부여성회관,8380
인천가좌,8766
가재울,8422
주안국가산단,6108
주안,15920
시민공원(문화창작지대),21287
석바위시장,9022
인천시청,7568
석천사거리,9950
모래내시장,16386
만수,10487
남동구청,9674
인천대공원,5729
운연(서창),2589
검단오류(검단산업단지),5843
왕길,5552
검단사거리,17658
마전,9097
완정,16573
독정,9622
검암,9354
검바위,7649
아시아드경기장(공촌사거리),9672
서구청,18288
가정(루원시티),24906
가정중앙시장,13442
석남(거북시장),6519
서부여성회관,8842
인천가좌,9019
가재울,8827
주안국가산단,5980
주안,16481
시민공원(문화창작지대),21151
석바위시장,9400
인천시청,7261
석천사거리,10255
모래내시장,16768
만수,10871
남동구청,9721
인천대공원,5496
운연(서창),2716
검단오류(검단산업단지),2086
왕길,3091
검단사거리,12840
마전,5681
완정,10068
독정,5938
검암,5415
검바위,3647
아시아드경기장(공촌사거리),6099
서구청,10629
가정(루원시티),14243
가정중앙시장,9045
석남(거북시장),4410
서부여성회관,5736
인천가좌,4567
가재울,4450
주안국가산단,1425
주안,12320
시민공원(문화창작지대),13804
석바위시장,5898
인천시청,4273
석천사거리,6379
모래내시장,11175
만수,7223
남동구청,5418
인천대공원,3874
운연(서창),1551
검단오류(검단산업단지),1530
왕길,2284
검단사거리,10342
마전,4214
완정,7622
독정,4358
검암,4484
검바위,3051
아시아드경기장(공촌사거리),5194
서구청,7844
가정(루원시티),10693
가정중앙시장,7586
석남(거북시장),3506
서부여성회관,5238
인천가좌,3614
가재울,3668
주안국가산단,749
주안,9591
시민공원(문화창작지대),11585
석바위시장,5457
인천시청,3673
석천사거리,5124
모래내시장,10498
만수,6077
남동구청,4390
인천대공원,6062
운연(서창),1408
검단오류(검단산업단지),5909
왕길,5432
검단사거리,16744
마전,8712
완정,16201
독정,9363
검암,9283
검바위,7494
아시아드경기장(공촌사거리),9541
서구청,17483
가정(루원시티),23522
가정중앙시장,12440
석남(거북시장),6179
서부여성회관,8047
인천가좌,8786
가재울,8399
주안국가산단,6023
주안,15378
시민공원(문화창작지대),20785
석바위시장,9134
인천시청,7198
석천사거리,10021
모래내시장,16179
만수,10462
남동구청,9584
인천대공원,5453
운연(서창),2555
검단오류(검단산업단지),6049
왕길,5524
검단사거리,17043
마전,8770
완정,16278
독정,9495
검암,9400
검바위,7413
아시아드경기장(공촌사거리),9643
서구청,18767
가정(루원시티),24166
가정중앙시장,13244
석남(거북시장),6426
서부여성회관,8271
인천가좌,9036
가재울,8845
주안국가산단,6146
주안,15917
시민공원(문화창작지대),21179
석바위시장,9561
인천시청,7720
석천사거리,10303
모래내시장,16875
만수,10979
남동구청,10079
인천대공원,6075
운연(서창),2730
검단오류(검단산업단지),6104
왕길,5529
검단사거리,16865
마전,8913
완정,16465
독정,9641
검암,9290
검바위,7482
아시아드경기장(공촌사거리),9972
서구청,18049
가정(루원시티),24749
가정중앙시장,12892
석남(거북시장),6522
서부여성회관,8382
인천가좌,8927
가재울,8677
주안국가산단,6104
주안,15916
시민공원(문화창작지대),21519
석바위시장,9673
인천시청,7458
석천사거리,10436
모래내시장,16687
만수,11124
남동구청,10101
인천대공원,5803
운연(서창),3126
검단오류(검단산업단지),5990
왕길,5490
검단사거리,17082
마전,8782
완정,16313
독정,9754
검암,9141
검바위,7346
아시아드경기장(공촌사거리),9704
서구청,17904
가정(루원시티),24306
가정중앙시장,12970
석남(거북시장),6216
서부여성회관,8533
인천가좌,8819
가재울,8476
주안국가산단,6114
주안,16000
시민공원(문화창작지대),21605
석바위시장,9294
인천시청,7177
석천사거리,10214
모래내시장,16503
만수,10727
남동구청,9714
인천대공원,5870
운연(서창),2648
검단오류(검단산업단지),5799
왕길,5675
검단사거리,18037
마전,8827
완정,16680
독정,9691
검암,9433
검바위,7546
아시아드경기장(공촌사거리),9817
서구청,17900
가정(루원시티),24815
가정중앙시장,13581
석남(거북시장),6630
서부여성회관,8688
인천가좌,9076
가재울,8461
주안국가산단,5944
주안,16387
시민공원(문화창작지대),21512
석바위시장,9850
인천시청,7180
석천사거리,10089
모래내시장,17315
만수,11028
남동구청,9774
인천대공원,5683
운연(서창),2783
검단오류(검단산업단지),2144
왕길,3166
검단사거리,13162
마전,5989
완정,10409
독정,6028
검암,5982
검바위,3968
아시아드경기장(공촌사거리),6275
서구청,10839
가정(루원시티),14381
가정중앙시장,9920
석남(거북시장),4474
서부여성회관,5866
인천가좌,4592
가재울,4631
주안국가산단,1467
주안,12588
시민공원(문화창작지대),14656
석바위시장,6990
인천시청,4561
석천사거리,6630
모래내시장,13494
만수,7762
남동구청,5620
인천대공원,6310
운연(서창),1728
검단오류(검단산업단지),1411
왕길,2170
검단사거리,9208
마전,3876
완정,6838
독정,4145
검암,3990
검바위,2871
아시아드경기장(공촌사거리),4711
서구청,7229
가정(루원시티),9449
가정중앙시장,6849
석남(거북시장),3048
서부여성회관,4731
인천가좌,3245
가재울,3272
주안국가산단,757
주안,8710
시민공원(문화창작지대),10285
석바위시장,5077
인천시청,3473
석천사거리,4477
모래내시장,9667
만수,5461
남동구청,4079
인천대공원,4083
운연(서창),1216
삼산체육관,9498
굴포천,15352
부평구청,9877
산곡,10984
석남(거북시장),10835
삼산체육관,6956
굴포천,10790
부평구청,6974
산곡,7797
석남(거북시장),7801
삼산체육관,12333
굴포천,20521
부평구청,14527
산곡,17166
석남(거북시장),14071
삼산체육관,12691
굴포천,20263
부평구청,14172
산곡,16539
석남(거북시장),13253
삼산체육관,12834
굴포천,21157
부평구청,14767
산곡,17629
석남(거북시장),14433
삼산체육관,13064
굴포천,21501
부평구청,14897
산곡,17612
석남(거북시장),14432
삼산체육관,13664
굴포천,22143
부평구청,15059
산곡,18103
석남(거북시장),15022
삼산체육관,9248
굴포천,15542
부평구청,10130
산곡,11605
석남(거북시장),11007
삼산체육관,6322
굴포천,9312
부평구청,6268
산곡,7002
석남(거북시장),7338
삼산체육관,12030
굴포천,20526
부평구청,13866
산곡,17016
석남(거북시장),14108
삼산체육관,12453
굴포천,19953
부평구청,14002
산곡,16823
석남(거북시장),13163
삼산체육관,13066
굴포천,21212
부평구청,14767
산곡,17641
석남(거북시장),14360
삼산체육관,12094
굴포천,19869
부평구청,13736
산곡,16229
석남(거북시장),13248
삼산체육관,12915
굴포천,20706
부평구청,13990
산곡,16626
석남(거북시장),14131
삼산체육관,7822
굴포천,14352
부평구청,9158
산곡,10368
석남(거북시장),10011
삼산체육관,5700
굴포천,9968
부평구청,6722
산곡,7321
석남(거북시장),7623
삼산체육관,12118
굴포천,20545
부평구청,14092
산곡,17219
석남(거북시장),14157
삼산체육관,12281
굴포천,20631
부평구청,14663
산곡,17232
석남(거북시장),13987
삼산체육관,13261
굴포천,21526
부평구청,14949
산곡,17650
석남(거북시장),14462
삼산체육관,12785
굴포천,21777
부평구청,15118
산곡,17657
석남(거북시장),14481
삼산체육관,12707
굴포천,21758
부평구청,14867
산곡,17388
석남(거북시장),14807
삼산체육관,8271
굴포천,14393
부평구청,9181
산곡,10499
석남(거북시장),10244
삼산체육관,4920
굴포천,8800
부평구청,5821
산곡,6393
석남(거북시장),6660
삼산체육관,11936
굴포천,20549
부평구청,14159
산곡,16620
석남(거북시장),13604
삼산체육관,12079
굴포천,20836
부평구청,14377
산곡,17041
석남(거북시장),13846
삼산체육관,12293
굴포천,20896
부평구청,14843
산곡,17185
석남(거북시장),14031
삼산체육관,12156
굴포천,20761
부평구청,14356
산곡,16997
석남(거북시장),13901
삼산체육관,12129
굴포천,21002
부평구청,14476
산곡,16673
석남(거북시장),14019
삼산체육관,7430
굴포천,13462
부평구청,8835
산곡,9952
석남(거북시장),10020
삼산체육관,5528
굴포천,9665
부평구청,6563
산곡,6939
석남(거북시장),7333
삼산체육관,10663
굴포천,18629
부평구청,12506
산곡,14787
석남(거북시장),12540
삼산체육관,11263
굴포천,18735
부평구청,13078
산곡,15081
석남(거북시장),12729
삼산체육관,11430
굴포천,18704
부평구청,12916
산곡,15020
석남(거북시장),12864
삼산체육관,11340
굴포천,19011
부평구청,13158
산곡,15114
석남(거북시장),12762
삼산체육관,11208
굴포천,19406
부평구청,13277
산곡,15160
석남(거북시장),13340
삼산체육관,7124
굴포천,13358
부평구청,8523
산곡,9390
석남(거북시장),9548
삼산체육관,5209
굴포천,9634
부평구청,6348
산곡,6689
석남(거북시장),7219
삼산체육관,10903
굴포천,19528
부평구청,13439
산곡,15846
석남(거북시장),13351
삼산체육관,11640
굴포천,20125
부평구청,14131
산곡,16359
석남(거북시장),13469
삼산체육관,11872
굴포천,20599
부평구청,14238
산곡,16626
석남(거북시장),14018
삼산체육관,9476
굴포천,17150
부평구청,11573
산곡,13343
석남(거북시장),11188
삼산체육관,11299
굴포천,19665
부평구청,13163
산곡,15266
석남(거북시장),13226
삼산체육관,7914
굴포천,14021
부평구청,8804
산곡,10243
석남(거북시장),10357
삼산체육관,5933
굴포천,9919
부평구청,6587
산곡,7257
석남(거북시장),7604
삼산체육관,10360
굴포천,18863
부평구청,12558
산곡,14771
석남(거북시장),12887
삼산체육관,6357
굴포천,11269
부평구청,7287
산곡,8325
석남(거북시장),8227
삼산체육관,12309
굴포천,20442
부평구청,14362
산곡,16862
석남(거북시장),14055
삼산체육관,12143
굴포천,20722
부평구청,14656
산곡,17008
석남(거북시장),14069
삼산체육관,12393
굴포천,21309
부평구청,14674
산곡,17136
석남(거북시장),14692
삼산체육관,8771
굴포천,14918
부평구청,9776
산곡,10935
석남(거북시장),10431
삼산체육관,5835
굴포천,10586
부평구청,6774
산곡,7588
석남(거북시장),7714
삼산체육관,11827
굴포천,20372
부평구청,14029
산곡,16692
석남(거북시장),14155
삼산체육관,11669
굴포천,20397
부평구청,14001
